datetime_baru,Sentences,score,isEdited,title,Preprocess_Sentences,prob_keyakinan,sentiment,sentences_wordCloud,Topic,,,,
1/26/2024 10:28,"Aplikasinya makin nyaman dipakai deh ini BSI, fiturnya juga lengkap banget",5,FALSE,BSI MANTAP,aplikasinya nyaman dipakai deh bsi fiturnya lengkap banget,0.9999721,positive,aplikasinya nyaman dipakai deh fiturnya lengkap banget,,,,,
1/26/2024 11:15,Ruweeet,2,FALSE,Ruweet,ruweeet,0.73589766,positive,ruweeet,,,,,
1/26/2024 7:21,Bagus nyaman digunakan trus mau dipake dimanapun mudah ga ribet pokonya the best deh :),5,FALSE,Ulasan bsi,bagus nyaman dipakai dimanapun mudah tidak ribet pokoknya the best deh,0.9999785,positive,bagus nyaman dipakai dimanapun mudah ribet pokoknya the best deh,,,,,
1/26/2024 6:58,"Alhamdulillah aman aman aja pakainya, gampang di pakainya, fiturnya juga sangat lengkap, keren lah pokoknya!",5,FALSE,MANTAN BSI!,alhamdulillah aman aman pakainya gampang pakainya fiturnya lengkap keren pokoknya,0.9999811,positive,alhamdulillah aman aman pakainya gampang pakainya fiturnya lengkap keren pokoknya,,,,,
1/26/2024 6:54,Sangat memuaskan,5,FALSE,Bsi mantap,memuaskan,0.9998478,positive,memuaskan,,,,,
1/26/2024 6:38,semu fitur nya bisa digunakan keren,5,FALSE,bsi mantap,semu fitur nya bisa keren,0.9999713,positive,semu fitur nya keren,,,,,
1/26/2024 6:47,Verifikasi jngan di persulit donk jadi mesti ke bank klo hapus bsi mobile,1,FALSE,Verifikasi,verifikasi persulit mesti bank hapus bsi mobile,0.000115177,negative,verifikasi persulit mesti bank hapus,,,,,
1/26/2024 3:47,Mantap bsi keren banget sangat memudahkan dalam bertransaksi mantap,5,FALSE,keren,mantap bsi keren banget memudahkan bertransaksi mantap,0.9999799,positive,mantap keren banget memudahkan bertransaksi mantap,,,,,
1/26/2024 3:43,"Mobile bankingnya enak digunakan, tampilannya jugaa memudahkan",5,FALSE,Mantab BSI,mobile bankingnya enak tampilannya memudahkan,0.99997187,positive,bankingnya enak tampilannya memudahkan,,,,,
1/25/2024 23:59,"Aplikasi BSI mobile yang sangat membantu saya untuk bertransaksi, Salah satu bank terbaik dengan admin yang sangat minnin👍🏻👍🏻👍🏻👍🏻",5,FALSE,BSI Mantap,aplikasi bsi mobile membantu bertransaksi salah bank terbaik admin minnin keren keren keren keren,0.99997807,positive,membantu bertransaksi salah bank terbaik admin minnin keren keren keren keren,,,,,
1/25/2024 17:34,Alhamdulillah aman makin nyaman pakai aplikasi ini . Mobile bankingnya enak digunakan,5,FALSE,Mantab BSI,alhamdulillah aman nyaman pakai aplikasi mobile bankingnya enak,0.99997663,positive,alhamdulillah aman nyaman pakai bankingnya enak,,,,,
1/25/2024 16:55,Makin nyaman pakai aplikasi BSI sekarang,5,FALSE,Makin nyaman pakai aplikasi BSI sekarang,nyaman pakai aplikasi bsi,0.99994516,positive,nyaman pakai,,,,,
1/25/2024 16:00,Keren banget aplikasi ini,5,FALSE,mantap,keren banget aplikasi,0.9999727,positive,keren banget,,,,,
1/25/2024 15:32,"Alhamdulillah mantep BSI aplikasi mempermudah transaksi, makin Yaman dipakai, sukses terus",5,FALSE,Rate,alhamdulillah mantap bsi aplikasi mempermudah transaksi yaman dipakai sukses,0.99997586,positive,alhamdulillah mantap mempermudah transaksi yaman dipakai sukses,,,,,
1/25/2024 15:23,mantap bsi,5,FALSE,mantap bsi,mantap bsi,0.9999708,positive,mantap,,,,,
1/25/2024 13:38,Solusi keuangan syariah nih!!,5,TRUE,BSI MANTAP,solusi keuangan syariat nih,0.20642643,negative,solusi keuangan syariat nih,,,,,
1/25/2024 13:35,Semoga semakin berkah. Mantab BSI,5,FALSE,Alhamdulillah aman,semoga berkah mantap bsi,0.9999697,positive,semoga berkah mantap,,,,,
1/25/2024 7:43,Buat gampang bayar apapun,4,FALSE,Sangat bagus dan mudah,gampang bayar apapun,0.99997145,positive,gampang bayar apapun,,,,,
1/25/2024 12:29,"sangat mudah digunakan,dengan fitur yang lengkap dan aman",5,FALSE,BSI MANTAP,mudah fitur lengkap aman,0.99998045,positive,mudah fitur lengkap aman,,,,,
1/25/2024 10:47,Fiturnya lengkap bsi mantab,5,FALSE,Bsi mantab,fiturnya lengkap bsi mantap,0.9999728,positive,fiturnya lengkap mantap,,,,,
1/25/2024 9:29,Ngebantu banget ada aplikasi BSI mobile. Mau top up e walet juga jadi gampang.,5,FALSE,Aplikasi Keren sih ini,membantu banget aplikasi bsi mobile top up e walet gampang,0.9999554,positive,membantu banget top up e walet gampang,,,,,
1/25/2024 9:01,"Aplikasi nya makin nyaman di pakai deh BSI ini, fitur nya juga lengkap banget",5,FALSE,Mantap BSI,aplikasi nya nyaman pakai deh bsi fitur nya lengkap banget,0.99996936,positive,nya nyaman pakai deh fitur nya lengkap banget,,,,,
1/25/2024 8:32,"Seneng deh pakai aplikasinya kalau gini, Fiturnya juga lengkap banget",5,FALSE,BSI MANTAP,senang deh pakai aplikasinya fiturnya lengkap banget,0.9999783,positive,senang deh pakai aplikasinya fiturnya lengkap banget,,,,,
1/25/2024 1:54,"aplikasi sudah bagus, agar lebih baik lagi dan maju,, tolong munculkan nama langsung saat top up shopeepay dan top up dompet digital lainnya, serta munculkan nama saat isi token listrik, jangan huruf awal dan akhir aja lalu xxxxx, lebih baik nama penerima langsung muncul sehingga lebih tepat sasaran dan menghindari keraguan dan kekeliruan. 
Terima kasih BSI",4,FALSE,saran untuk kelengkapan data,aplikasi bagus baik maju tolong munculkan nama langsung top up shopeepay top up dompet digital munculkan nama isi token listrik huruf xxxxx baik nama penerima langsung muncul sasaran menghindari keraguan kekeliruan terima kasih bsi,0.9970016,positive,bagus maju tolong munculkan nama langsung top up shopeepay top up dompet digital munculkan nama isi token listrik huruf xxxxx nama penerima langsung muncul sasaran menghindari keraguan kekeliruan terima kasih,,,,,
1/25/2024 6:25,Makin keren nich aplikasi nya,5,FALSE,Mantap bsi,keren nih aplikasi nya,0.99997437,positive,keren nih nya,,,,,
1/25/2024 4:39,"Selain bisa menabung banyak juga promo yg di dapat, yeay terimakasih BSI. mantappp",5,FALSE,BANK BSI,bisa menabung promo yeay terima kasih bsi mantappp,0.9999493,positive,menabung promo yeay terima kasih mantappp,,,,,
1/25/2024 3:11,Saya sangat senang aplikasinya nyaman suka sekali terimakasih BSI,5,FALSE,Mobile bankingnya gampang di gunakan,senang aplikasinya nyaman suka terima kasih bsi,0.99997604,positive,senang aplikasinya nyaman suka terima kasih,,,,,
1/25/2024 2:06,"Transaksi lebih mudah dengan BSI, semoga terus berkembang kedepannya",5,FALSE,Mantap,transaksi mudah bsi semoga berkembang kedepannya,0.9999725,positive,transaksi mudah semoga berkembang kedepannya,,,,,
1/25/2024 0:17,aplikasinya memudahkan kita dalam ber transaksi,5,FALSE,keren sih,aplikasinya memudahkan ber transaksi,0.9999575,positive,aplikasinya memudahkan ber transaksi,,,,,
1/24/2024 23:41,"bsi mantap keren bgt di era digital ini , fiturnya lengkap dan mudah dipakai",5,FALSE,BSI MANTAP,bsi mantap keren banget era digital fiturnya lengkap mudah dipakai,0.9999802,positive,mantap keren banget era digital fiturnya lengkap mudah dipakai,,,,,
1/24/2024 15:53,emg boleh semantap ini,5,FALSE,MANTAB BSI,semantap,0.73589766,positive,semantap,,,,,
1/24/2024 15:25,"BSI Mantap, fiturnya lengkap, aman",5,FALSE,Mantap,bsi mantap fiturnya lengkap aman,0.99997634,positive,mantap fiturnya lengkap aman,,,,,
1/24/2024 14:46,Terimakasih saya jadi semakin mudah melakukan transaksi,5,FALSE,Sangat bagus,terima kasih mudah transaksi,0.99995965,positive,terima kasih mudah transaksi,,,,,
1/24/2024 14:15,Bank digital terbaik saat ini dan fiturnya sangat lengkap mantab bsi,5,FALSE,Bank digital,bank digital terbaik fiturnya lengkap mantap bsi,0.9999602,positive,bank digital terbaik fiturnya lengkap mantap,,,,,
1/24/2024 12:42,Not helpful,5,FALSE,Not helpful,not helpful,0.7978458,positive,not helpful,,,,,
1/24/2024 10:22,Makin nyaman pakai aplikasi BSI sekarang,5,TRUE,BSI good,nyaman pakai aplikasi bsi,0.99994516,positive,nyaman pakai,,,,,
1/24/2024 8:48,Mantab BSI fiturnya lengkap!🤩,5,FALSE,Review,mantap bsi fiturnya lengkap,0.9999759,positive,mantap fiturnya lengkap,,,,,
1/24/2024 7:25,UI dan UX aplikasinya udah bagus banget dan fitur fiturnya juga udah ok dan gampang diakses. Pokoknya top bangettt. Nyaman banget buat transaksi online pake BSI. Semoga bisa terus improve kualitas aplikasinya kedepannya,5,FALSE,Bagus dan mudah banget dipakai,oi ux aplikasinya bagus banget fitur fiturnya oke gampang diakses pokoknya top banget nyaman banget transaksi online pakai bsi semoga bisa improve kualitas aplikasinya kedepannya,0.9999636,positive,oi ux aplikasinya bagus banget fitur fiturnya oke gampang diakses pokoknya top banget nyaman banget transaksi online pakai semoga improve kualitas aplikasinya kedepannya,,,,,
1/24/2024 6:14,alhamdulillah,5,FALSE,-,alhamdulillah,0.9999314,positive,alhamdulillah,,,,,
1/24/2024 5:04,Bsi fitusnya oke sangat lengkappp👍,5,FALSE,MANTAB,bsi fitusnya oke lengkappp keren,0.9999714,positive,fitusnya oke lengkappp keren,,,,,
1/24/2024 5:09,aku gagal transaksi terus ngajuin pengaduan ke bsi mobile tapi prosesnya sudah seminggu belum selesai katanya 5 hari kerja tapi ini lama banget,1,FALSE,Transaksi gagal,gagal transaksi mengajukan pengaduan bsi mobile tapi prosesnya seminggu selesai kerja tapi banget,0.000223381,negative,gagal transaksi mengajukan pengaduan prosesnya seminggu selesai 5 kerja banget,,,,,
1/24/2024 4:52,Alhamdulillah mantab BSI aplikasinya ini sangat membantu saya dalam melakukan berbagai pembayaran dengan menggunakan BSI mobile ini segala bentuk pembayaran jadi lebih praktis,5,FALSE,Good app,alhamdulillah mantap bsi aplikasinya membantu pembayaran bsi mobile bentuk pembayaran praktis,0.99997854,positive,alhamdulillah mantap aplikasinya membantu pembayaran bentuk pembayaran praktis,,,,,
1/24/2024 3:57,Sangat membantu dengan adanya fitur yang lengkap,5,FALSE,BSI keren,membantu fitur lengkap,0.9999743,positive,membantu fitur lengkap,,,,,
1/24/2024 3:49,"Makin banyak fiturnya, mudah digunakan, dan sangat cocok untuk sehari hari",5,FALSE,BSI MANTAP,fiturnya mudah cocok sehari,0.9999749,positive,fiturnya mudah cocok sehari,,,,,
1/24/2024 3:44,aplikasi the best,5,FALSE,keren,aplikasi the best,0.9999365,positive,the best,,,,,
1/24/2024 3:42,Selalu pakai apk ini klw bertransaksi,5,FALSE,Sangat membantu,pakai bertransaksi,0.99993736,positive,pakai bertransaksi,,,,,
1/24/2024 3:40,"alhamdulillah aman, fiturnya sangat lengkap, gampang dipakai, keren sih ini 👍🏻",5,FALSE,BSI,alhamdulillah aman fiturnya lengkap gampang dipakai keren sih keren,0.99998176,positive,alhamdulillah aman fiturnya lengkap gampang dipakai keren sih keren,,,,,
1/24/2024 2:30,"Baru pertama punya bank digital dan nemu aplikasi BSI ini,ternyata fitur aplikasinya sangat lengkap🤩terus juga mudah dipahami buat pengguna baru jadinya mobile bankingnya enak digunakan.",5,FALSE,Mudah dipahamin,bank digital menemukan aplikasi bsi fitur aplikasinya lengkap mudah dipahami pengguna mobile bankingnya enak,0.9999628,positive,bank digital menemukan fitur aplikasinya lengkap mudah dipahami pengguna bankingnya enak,,,,,
1/24/2024 1:01,Makin nyaman dipakai,5,FALSE,BSI Mantap,nyaman dipakai,0.999856,positive,nyaman dipakai,,,,,
1/23/2024 20:00,Makin nyaman pake BSI sekarang Fiturnya mudah digunakan Good job BSI!!,5,TRUE,BSI Mantapp🔥,nyaman pakai bsi fiturnya mudah good job bsi,0.99997765,positive,nyaman pakai fiturnya mudah good job,,,,,
1/23/2024 19:13,Alhamdulilah BSI semakin keren sih gampang dipakainya,5,FALSE,Mantap,alhamdulillah bsi keren sih gampang dipakainya,0.99997693,positive,alhamdulillah keren sih gampang dipakainya,,,,,
1/23/2024 18:54,"alhamdulillah aplikasinya aman, gampang dipakai tidak ribet karena fiturnya sangat legkap",5,FALSE,bsi mantapp,alhamdulillah aplikasinya aman gampang dipakai tidak ribet fiturnya legkap,0.9999755,positive,alhamdulillah aplikasinya aman gampang dipakai ribet fiturnya legkap,,,,,
1/23/2024 17:54,Fiturnya sabgat lengkap dan mudah digunakan sehari-hari,5,FALSE,Mantap BSI,fiturnya sabgat lengkap mudah sehari,0.99997324,positive,fiturnya sabgat lengkap mudah sehari,,,,,
1/23/2024 17:07,"Makin nyaman pakai bank BSI, bank syariah terpercaya di indonesia, alhamdulillah aman dan gampang dipakai 👍🏻",5,FALSE,BSI Mantap,nyaman pakai bank bsi bank syariat terpercaya indonesia alhamdulillah aman gampang dipakai keren,0.9999633,positive,nyaman pakai bank bank syariat terpercaya indonesia alhamdulillah aman gampang dipakai keren,,,,,
1/23/2024 16:12,"Applikasinya nyaman digunakan, jadi praktis dan gampang",5,FALSE,Goodjob BSI,applikasinya nyaman praktis gampang,0.999966,positive,applikasinya nyaman praktis gampang,,,,,
1/23/2024 16:05,"Seneng banget makenya, gampang dan enak digunakannya",5,FALSE,Good bsi,senang banget makenya gampang enak digunakannya,0.99997705,positive,senang banget makenya gampang enak digunakannya,,,,,
1/23/2024 14:56,Fiturnyaa sangatttt lengkapp,5,FALSE,MANTAPPP,fiturnyaa sangatttt lengkap,0.99993634,positive,fiturnyaa sangatttt lengkap,,,,,
1/23/2024 13:08,Bagus sekali dan efektif dalam pemakaian dan melihat saldo,5,FALSE,Bsi pke,bagus efektif pemakaian saldo,0.9999061,positive,bagus efektif pemakaian saldo,,,,,
1/23/2024 11:01,"Ini salah satu mobile banking yang cukup lengkap untuk fitur fiturnya, mungkin kedepannya bisa di tambahin lagi fiturnya soalnya jujur saya suka banget lengkap banget soalnya",5,FALSE,Fiturnya sangat lengkap,salah mobile banking lengkap fitur fiturnya kedepannya bisa tambahkan fiturnya jujur suka banget lengkap banget,0.9999678,positive,salah banking lengkap fitur fiturnya kedepannya tambahkan fiturnya jujur suka banget lengkap banget,,,,,
1/23/2024 10:32,mantap bsi,5,FALSE,bsi,mantap bsi,0.9999708,positive,mantap,,,,,
1/23/2024 9:17,Bsi sangat berguna bagi saya dan keluarga,5,FALSE,Bsi hebat,bsi berguna keluarga,0.9999683,positive,berguna keluarga,,,,,
1/23/2024 9:14,"Aplikasinya makin nyaman dipakai deh ni BSI, fiturnya juga lengkap banget",5,TRUE,BSI Mantap,aplikasinya nyaman dipakai deh nih bsi fiturnya lengkap banget,0.9999736,positive,aplikasinya nyaman dipakai deh nih fiturnya lengkap banget,,,,,
1/23/2024 8:10,"Makin nyaman dipakai bsi, mantap bsi sukses selalu",5,FALSE,BSI MANTAP,nyaman dipakai bsi mantap bsi sukses,0.9999693,positive,nyaman dipakai mantap sukses,,,,,
1/23/2024 6:33,"aplikasinya aman dan nyaman bgtt, prosesnya cepet juga tinggal sat set sat set",5,TRUE,GOOD APP,aplikasinya aman nyaman banget prosesnya cepat tinggal sat set sat set,0.9999756,positive,aplikasinya aman nyaman banget prosesnya cepat tinggal sat set sat set,,,,,
1/23/2024 6:11,Aplikasinya bagus,5,FALSE,BSI,aplikasinya bagus,0.99993837,positive,aplikasinya bagus,,,,,
1/23/2024 4:30,Alhamdulillah BSI hadir dengan mobile banking yang fiturnya sangat lengkap,5,FALSE,BSI semakin dihati,alhamdulillah bsi hadir mobile banking fiturnya lengkap,0.9999707,positive,alhamdulillah hadir banking fiturnya lengkap,,,,,
1/23/2024 4:09,Lebih gampang transaksi BSI MANTAP SUKSES SELALU,5,FALSE,BSI MANTAP,gampang transaksi bsi mantap sukses,0.9999734,positive,gampang transaksi mantap sukses,,,,,
1/23/2024 3:53,Makin nyaman pakai aplikasi BSI,5,FALSE,Alhamdulillah Aman,nyaman pakai aplikasi bsi,0.99994516,positive,nyaman pakai,,,,,
1/22/2024 22:21,makin banyak fiturnya keren,5,FALSE,Mantab BSI,fiturnya keren,0.9999715,positive,fiturnya keren,,,,,
1/22/2024 12:26,👍🏻👍🏻,5,FALSE,Mantab BSI,keren keren,0.99997866,positive,keren keren,,,,,
1/22/2024 10:58,Fiturnya sangat lengkap Jadi Makin nyaman pakai aplikasi BSI sekarang,5,FALSE,Bsi Keren,fiturnya lengkap nyaman pakai aplikasi bsi,0.99996954,positive,fiturnya lengkap nyaman pakai,,,,,
1/22/2024 10:23,Aplikasi ini sangat mudah di gunakan untuk keperluan sehari.. pokoknya MANTAB BSI,5,FALSE,Solusi keuangan syariah nih,aplikasi mudah keperluan sehari pokoknya mantap bsi,0.99997455,positive,mudah keperluan sehari pokoknya mantap,,,,,
1/22/2024 9:44,Bagus banget but berpergian🫶🏻,5,FALSE,Aplikasi membantu banget❤️,bagus banget but berpergian,0.9998781,positive,bagus banget but berpergian,,,,,
1/22/2024 7:43,"Keren sih ini
Gampang dipakai
Mobile bankingnya enak digunakan",5,FALSE,mantab bsi !,keren sih gampang dipakai mobile bankingnya enak,0.9999808,positive,keren sih gampang dipakai bankingnya enak,,,,,
1/22/2024 7:34,Makin nyaman pakai Aplikasi BSI,5,FALSE,Good Improvement,nyaman pakai aplikasi bsi,0.99994516,positive,nyaman pakai,,,,,
1/22/2024 6:57,"App nya bermanfaat bangett, makin nyaman banget dehh pokoknya pakai BSI",5,FALSE,Keren sih ini,app nya bermanfaat banget nyaman banget deh pokoknya pakai bsi,0.9999633,positive,app nya bermanfaat banget nyaman banget deh pokoknya pakai,,,,,
1/22/2024 6:35,Bagus,5,FALSE,Baguss,bagus,0.99978477,positive,bagus,,,,,
1/21/2024 6:07,Mantab BSI,4,FALSE,Mantab BSI,mantap bsi,0.9999708,positive,mantap,,,,,
1/22/2024 5:45,Semakin nyaman dengan adanya aplikasi BSI Mobile karena fiturnya lengkap dan memudahkan juga dalam bertransaksi apapun.,5,FALSE,Review,nyaman aplikasi bsi mobile fiturnya lengkap memudahkan bertransaksi apapun,0.99997455,positive,nyaman fiturnya lengkap memudahkan bertransaksi apapun,,,,,
1/22/2024 5:05,"Mantab BSI, fitur lengkap dan mudah digunakan.",5,FALSE,Mantab BSI,mantap bsi fitur lengkap mudah,0.99997956,positive,mantap fitur lengkap mudah,,,,,
1/22/2024 4:36,"Fiturnya sangat lengkap, memudahkan setiap transaksi, makin nyaman deh pakai aplikasi BSI",5,FALSE,Aplikasinya keren,fiturnya lengkap memudahkan transaksi nyaman deh pakai aplikasi bsi,0.99997455,positive,fiturnya lengkap memudahkan transaksi nyaman deh pakai,,,,,
1/22/2024 3:36,Bermanfaat,5,FALSE,Ulasan,bermanfaat,0.9999264,positive,bermanfaat,,,,,
1/22/2024 2:35,"Keren parah nih temen2
Mobile banking yang memudahkan segala urusan apa aja tentang keuangan. Top bngt sngat mempermudah sekali yuhuuu",5,FALSE,MBANKING TERKECE,keren parah nih temen mobile banking memudahkan urusan keuangan top banget mempermudah yuhuuu,0.9999766,positive,keren parah nih temen2 banking memudahkan urusan keuangan top banget mempermudah yuhuuu,,,,,
1/22/2024 1:54,"Sebagai pengguna baru, aplikasi bank ini fiturnya sangat lengkap dan gampang untuk dipakai. Karena berbasis syariah , Ada fitur waktu adzan,kiblat dll juga ini lebih praktis dan memudahkan untuk beribadah.",5,FALSE,Mantab BSI,pengguna aplikasi bank fiturnya lengkap gampang dipakai berbasis syariat fitur azan kiblat praktis memudahkan beribadah,0.9999626,positive,pengguna bank fiturnya lengkap gampang dipakai berbasis syariat fitur azan kiblat praktis memudahkan beribadah,,,,,
1/21/2024 20:23,Alhamdulillah Aman,5,FALSE,Mantab BSI,alhamdulillah aman,0.99996954,positive,alhamdulillah aman,,,,,
1/21/2024 13:29,Tidak bermanfaat,5,FALSE,BSI,tidak bermanfaat,0.19210319,negative,bermanfaat,,,,,
1/21/2024 12:13,memudahkan semua transaksi,5,FALSE,Mantab BSI,memudahkan transaksi,0.99994653,positive,memudahkan transaksi,,,,,
1/21/2024 11:42,Aplikasi yang mudah di gunakan dan sangat berguna,5,FALSE,Gampang dipakai,aplikasi mudah berguna,0.9999698,positive,mudah berguna,,,,,
1/21/2024 10:34,Makin keren nih aplikasinya,5,FALSE,top banget,keren nih aplikasinya,0.9999755,positive,keren nih aplikasinya,,,,,
1/21/2024 10:25,Sangat bagus dan nyaman di gunakan. Keren sih ini. Mantap BSI,5,FALSE,Solusi keuangan syariah nih,bagus nyaman keren sih mantap bsi,0.99997574,positive,bagus nyaman keren sih mantap,,,,,
1/21/2024 10:14,bagus bngt sih ini,5,FALSE,keren,bagus banget sih,0.999934,positive,bagus banget sih,,,,,
1/21/2024 9:04,Mantap fitur nya lengkap dan mudah di gunakan pokonya jos jis bang syariah ini,5,FALSE,Mantab BSI,mantap fitur nya lengkap mudah pokoknya hebat jis bang syariat,0.9999821,positive,mantap fitur nya lengkap mudah pokoknya hebat jis bang syariat,,,,,
1/21/2024 8:00,Alhamdulillah aman. BSI makin mantabs.,5,FALSE,Bank digital,alhamdulillah aman bsi mantap,0.9999747,positive,alhamdulillah aman mantap,,,,,
1/21/2024 7:58,"aplikasi nya bermanfaat buat aku yg baru mulai-mulai nabung, keren👍",5,FALSE,bagus bangettt,aplikasi nya bermanfaat menabung keren keren,0.9999761,positive,nya bermanfaat menabung keren keren,,,,,
1/21/2024 4:10,Alhamdulillah Aman. Bank yang mengutamakan privasi nasabah,5,FALSE,Mantap BSI,alhamdulillah aman bank mengutamakan privasi nasabah,0.99996203,positive,alhamdulillah aman bank mengutamakan privasi nasabah,,,,,
1/21/2024 3:55,"aplikasinya mantap dan penggunaannya pun simpel, sangat recommended",5,FALSE,Bsi Mobile,aplikasinya mantap penggunaannya simpel recommended,0.999975,positive,aplikasinya mantap penggunaannya simpel recommended,,,,,
1/21/2024 3:53,Aplikasinya aman dipakai dan fiturnya juga lengkap.,5,FALSE,BSI MANTAP,aplikasinya aman dipakai fiturnya lengkap,0.9999739,positive,aplikasinya aman dipakai fiturnya lengkap,,,,,
1/20/2024 1:35,"BSI makin enak aja, makin nyama digunakan aplagi mobile banking nya, terus tingkatkan kualitasnya ya!!",4,FALSE,Mantap BSI,bsi enak aplagi mobile banking nya tingkatkan kualitasnya ya,0.99997175,positive,enak aplagi banking nya tingkatkan kualitasnya ya,,,,,
1/21/2024 3:32,Fiturnya sangat lengkap gampang dipakai,5,FALSE,Mantab BSI,fiturnya lengkap gampang dipakai,0.9999718,positive,fiturnya lengkap gampang dipakai,,,,,
1/21/2024 3:30,"terbaik emg bsi, the besttt❤️❤️",5,FALSE,kerenn,terbaik bsi the besttt cinta cinta,0.9999759,positive,terbaik the besttt cinta cinta,,,,,
1/20/2024 18:36,mobile banking nya enak digunain,5,FALSE,mantep bsi,mobile banking nya enak digunain,0.9999576,positive,banking nya enak digunain,,,,,
1/20/2024 16:24,Aplikasi ini sangat aman dan nyaman digunakan,5,FALSE,BSI mantabbb,aplikasi aman nyaman,0.9999597,positive,aman nyaman,,,,,
1/20/2024 15:57,Mantap BSI. Mobil bankingnya enak digunakan 🫰🏻,5,FALSE,dailynuna,mantap bsi mobil bankingnya enak,0.9999759,positive,mantap mobil bankingnya enak,,,,,
1/20/2024 15:43,Aplikasi nya bagus muda untuk tup up paymen bisa bayar uang kuliah juga bagus lah pokok nya,5,FALSE,Bagus,aplikasi nya bagus muda tup up paymen bisa bayar uang kuliah bagus pokok nya,0.9999062,positive,nya bagus muda tup up paymen bayar uang kuliah bagus pokok nya,,,,,
1/20/2024 11:11,"fitur di bsi mbanking sangat lengkap, jadi senang kalau pakai aplikasi ini karena mudah dan gampang",5,FALSE,waww,fitur bsi mbanking lengkap senang pakai aplikasi mudah gampang,0.99997914,positive,fitur mbanking lengkap senang pakai mudah gampang,,,,,
1/20/2024 10:20,Sangat tdk bermanfaat,1,FALSE,BSI,tidak bermanfaat,0.19210319,negative,bermanfaat,,,,,
1/20/2024 9:35,Bsi mantap,5,FALSE,Aman,bsi mantap,0.9999674,positive,mantap,,,,,
1/20/2024 5:46,Keren sih ini,5,FALSE,BSI Keren,keren sih,0.9999742,positive,keren sih,,,,,
1/20/2024 4:11,Tidak bermanfaat,1,FALSE,Tidak bermanfaat,tidak bermanfaat,0.19210319,negative,bermanfaat,,,,,
1/20/2024 4:00,"Aplikasinya nyaman mudah, fiturnya lengkap banget makin suka deh!",5,FALSE,BSI Mantap,aplikasinya nyaman mudah fiturnya lengkap banget suka deh,0.99997824,positive,aplikasinya nyaman mudah fiturnya lengkap banget suka deh,,,,,
1/20/2024 3:46,Aplikasinya simpel dan sangat membantu,5,FALSE,Bank Terpercaya,aplikasinya simpel membantu,0.99996257,positive,aplikasinya simpel membantu,,,,,
1/20/2024 1:58,Tidak bermanfaat,2,FALSE,Tidak bermanfaat,tidak bermanfaat,0.19210319,negative,bermanfaat,,,,,
1/19/2024 23:59,Apk nya sangat bermanfaat sekali,5,FALSE,Aplikasi,nya bermanfaat,0.9999368,positive,nya bermanfaat,,,,,
1/20/2024 0:12,Next nya di lebih mudahin dah fitur nya,1,FALSE,Sedih,next nya mudahin fitur nya,0.99994874,positive,next nya mudahin fitur nya,,,,,
1/19/2024 21:27,"Mantap fitur dan tampilan semakin mudah di mengerti, semoga kedepanya bisa lebih meningkat lagi ⭐️⭐️⭐️⭐️⭐️",5,FALSE,BSI KERENNN,mantap fitur tampilan mudah mengerti semoga kedepanya bisa meningkat bintang bintang bintang bintang bintang,0.9999813,positive,mantap fitur tampilan mudah mengerti semoga kedepanya meningkat bintang bintang bintang bintang bintang,,,,,
1/19/2024 18:18,BSI aplikasinya keren makin update dan menudahkan 👍,5,FALSE,BSI Top,bsi aplikasinya keren pembaruan menudahkan keren,0.9999754,positive,aplikasinya keren pembaruan menudahkan keren,,,,,
1/19/2024 16:37,"Saya penggina ios 12.5 tidak bisa update BSI terbaru, huhu 😭 karena sudah tidak support lagi.. ya sekrang harus keATM kalau mau transfer. Semoga ada solusai untuk kami.",3,FALSE,Tidak bisa digunakan,penggina ios tidak bisa pembaruan bsi terbaru huhu menangis tidak support ya keatm transfer semoga solusai,0.002216323,negative,penggina ios 12 5 pembaruan terbaru huhu menangis support ya keatm transfer semoga solusai,,,,,
1/19/2024 6:05,Mantap bsi,4,FALSE,Bsi👍,mantap bsi,0.9999708,positive,mantap,,,,,
1/19/2024 16:26,Aplikasinya banyak manfaat dan dilengkapi dengan fitur yang memudahkan untuk melakukan transaksi hanya melalui smartphone. Alhamdulillah aman pakai BSI,5,FALSE,Mantab BSI,aplikasinya manfaat dilengkapi fitur memudahkan transaksi smartphone alhamdulillah aman pakai bsi,0.9999758,positive,aplikasinya manfaat dilengkapi fitur memudahkan transaksi smartphone alhamdulillah aman pakai,,,,,
1/19/2024 16:04,Sangat memudahkan buat aku yang tiap hari transaksi keperluan online shop ku! Thankyou BSI,5,FALSE,BSI MANTAP,memudahkan transaksi keperluan online shop ku thankyou bsi,0.99994177,positive,memudahkan transaksi keperluan online shop ku thankyou,,,,,
1/19/2024 15:30,alhamdulillah aman,5,TRUE,Makin nyaman dipakai,alhamdulillah aman,0.99996954,positive,alhamdulillah aman,,,,,
1/19/2024 11:58,"Mantap bsi , makin nyaman dipakai , fiturnya sangat lengkap",5,FALSE,Bsi mobile,mantap bsi nyaman dipakai fiturnya lengkap,0.99997634,positive,mantap nyaman dipakai fiturnya lengkap,,,,,
1/19/2024 11:38,Makin nyaman dipakai,5,FALSE,Mantap BSI,nyaman dipakai,0.999856,positive,nyaman dipakai,,,,,
1/19/2024 11:03,Apk sangat bermanfaat dan memudahkan transaksi,5,FALSE,BSI mantap,bermanfaat memudahkan transaksi,0.99996537,positive,bermanfaat memudahkan transaksi,,,,,
